key	suite	cluster	model	ours	want	sameboy	provenance	bucket	evidence
gambatte/window/late_disable_ds_1_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_disable_late_scx00_wx0f_ds_1_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_disable_late_scx00_wx10_ds_1_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_disable_late_scx03_wx0f_2_dmg08_out3_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_disable_scx2_1_dmg08_out3_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_disable_scx3_1_dmg08_out3_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_disable_scx5_1_dmg08_out3_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_disable_scx5_ds_2_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_enable_afterVblank_ds_1_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_enable_afterVblank_ds_lcdoffset1_1_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_enable_afterVblank_lcdoffset1_1_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_reenable_ds_2_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_reenable_scx5_2_dmg08_out3_cgb04c_out0.gbc [Dmg]	gambatte	gambatte/window	Dmg	0	3	PASS	hw-capture:dmg08	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_reenable_scx5_ds_1_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_wx_ds_2_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_wx_scx5_ds_2_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/late_wy_1_dmg08_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:dmg08+cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/late_wy_lcdoffset1_1_cgb04c_out0.gbc [Cgb]	gambatte	gambatte/window	Cgb	3	0	FAIL	hw-capture:cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/m2int_wxA6_m0irq2_2_dmg08_cgb04c_out2.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	2	PASS	hw-capture:dmg08+cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/m2int_wxA6_m0irq_2_dmg08_cgb04c_out2.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	2	PASS	hw-capture:dmg08+cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/m2int_wxA6_spxA7_m0irq_2_dmg08_cgb04c_out2.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	2	FAIL	hw-capture:dmg08+cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/m2int_wxA6_spxA7_m0irq_2_dmg08_cgb04c_out2.gbc [Dmg]	gambatte	gambatte/window	Dmg	0	2	FAIL	hw-capture:dmg08+cgb04c	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/m2int_wxA6_spxA7_m3stat_4_dmg08_out0_cgb04c_out3.gbc [Cgb]	gambatte	gambatte/window	Cgb	0	3	PASS	hw-capture:cgb04c	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/on_screen/late_wx_ds_2.gbc [Cgb]	gambatte	gambatte/window	Cgb	22880px-diff	reference-png	PASS	hw-capture:png	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/on_screen/wx17_weoff_wxA5_weon.gbc [Cgb]	gambatte	gambatte/window	Cgb	960px-diff	reference-png	PASS	hw-capture:png	BUG	SameBoy reproduces the captured value; we do not
gambatte/window/on_screen/wxA6_late_we_reenable_1.gbc [Dmg]	gambatte	gambatte/window	Dmg	6388px-diff	reference-png	FAIL	hw-capture:png	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/on_screen/wxA6_late_we_reenable_2.gbc [Dmg]	gambatte	gambatte/window	Dmg	6388px-diff	reference-png	FAIL	hw-capture:png	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/on_screen/wxA6_late_we_reenable_3.gbc [Dmg]	gambatte	gambatte/window	Dmg	6384px-diff	reference-png	FAIL	hw-capture:png	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/on_screen/wxA6_weoff_at_xposA6.gbc [Dmg]	gambatte	gambatte/window	Dmg	4096px-diff	reference-png	FAIL	hw-capture:png	EXCEED	hardware-captured want that SameBoy also misses
gambatte/window/on_screen/wxA6_wy01_weoff_ly02_weon_ly60.gbc [Dmg]	gambatte	gambatte/window	Dmg	124px-diff	reference-png	FAIL	hw-capture:png	EXCEED	hardware-captured want that SameBoy also misses
gbmicrotest/dma_basic.gb [Dmg]	gbmicrotest	gbmicrotest	Dmg	0xe0	0x46	unknown	defect:self-overwriting-result	JUNK	defective asset (self-overwriting-result)
gbmicrotest/halt_op_dupe_delay.gb [Dmg]	gbmicrotest	gbmicrotest	Dmg	0x01	0x55	unknown	hw-verdict:gbmicrotest-hram	BUG	hardware-captured want; SameBoy verdict unmeasured
gbmicrotest/line_144_oam_int_b.gb [Dmg]	gbmicrotest	gbmicrotest	Dmg	0xe0	0xff	unknown	hw-verdict:gbmicrotest-hram	BUG	hardware-captured want; SameBoy verdict unmeasured
gbmicrotest/line_144_oam_int_d.gb [Dmg]	gbmicrotest	gbmicrotest	Dmg	0xe3	0x00	unknown	hw-verdict:gbmicrotest-hram	BUG	hardware-captured want; SameBoy verdict unmeasured
gbmicrotest/ppu_sprite0_scx3_b.gb [Dmg]	gbmicrotest	gbmicrotest	Dmg	0x83	0x80	unknown	hw-verdict:gbmicrotest-hram	BUG	hardware-captured want; SameBoy verdict unmeasured
gbmicrotest/ppu_sprite0_scx7_b.gb [Dmg]	gbmicrotest	gbmicrotest	Dmg	0x83	0x80	unknown	hw-verdict:gbmicrotest-hram	BUG	hardware-captured want; SameBoy verdict unmeasured
gbmicrotest/stat_write_glitch_l154_d.gb [Dmg]	gbmicrotest	gbmicrotest	Dmg	0xe1	0xe0	unknown	hw-verdict:gbmicrotest-hram	BUG	hardware-captured want; SameBoy verdict unmeasured
mealybug-tearoom-tests/dma/hdma_timing-C.gb [Cgb]	mealybug	mealybug/dma	Cgb	B=42,C=42,D=42,E=42,H=42,L=42	fib:03/05/08/0D/15/22	unknown	hw-photo:mealybug-png	BUG	hardware-captured want; SameBoy verdict unmeasured
mealybug-tearoom-tests/ppu/m3_bgp_change_sprites.gb [Cgb]	mealybug	mealybug/ppu	Cgb	678px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_bg_en_change.gb [Dmg]	mealybug	mealybug/ppu	Dmg	4px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mealybug-tearoom-tests/ppu/m3_lcdc_bg_map_change.gb [Cgb]	mealybug	mealybug/ppu	Cgb	192px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_bg_map_change2.gb [Cgb]	mealybug	mealybug/ppu	Cgb	109px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_obj_en_change.gb [Dmg]	mealybug	mealybug/ppu	Dmg	146px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_obj_en_change_variant.gb [Cgb]	mealybug	mealybug/ppu	Cgb	144px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mealybug-tearoom-tests/ppu/m3_lcdc_obj_en_change_variant.gb [Dmg]	mealybug	mealybug/ppu	Dmg	250px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_obj_size_change.gb [Cgb]	mealybug	mealybug/ppu	Cgb	55px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_obj_size_change.gb [Dmg]	mealybug	mealybug/ppu	Dmg	70px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mealybug-tearoom-tests/ppu/m3_lcdc_obj_size_change_scx.gb [Cgb]	mealybug	mealybug/ppu	Cgb	140px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_obj_size_change_scx.gb [Dmg]	mealybug	mealybug/ppu	Dmg	70px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_tile_sel_change.gb [Cgb]	mealybug	mealybug/ppu	Cgb	372px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mealybug-tearoom-tests/ppu/m3_lcdc_tile_sel_change2.gb [Cgb]	mealybug	mealybug/ppu	Cgb	261px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mealybug-tearoom-tests/ppu/m3_lcdc_tile_sel_win_change.gb [Cgb]	mealybug	mealybug/ppu	Cgb	652px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mealybug-tearoom-tests/ppu/m3_lcdc_tile_sel_win_change2.gb [Cgb]	mealybug	mealybug/ppu	Cgb	272px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mealybug-tearoom-tests/ppu/m3_lcdc_win_en_change_multiple_wx.gb [Dmg]	mealybug	mealybug/ppu	Dmg	504px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_win_map_change.gb [Cgb]	mealybug	mealybug/ppu	Cgb	60px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_lcdc_win_map_change2.gb [Cgb]	mealybug	mealybug/ppu	Cgb	70px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_obp0_change.gb [Cgb]	mealybug	mealybug/ppu	Cgb	32px-diff	reference-png	PASS	hw-photo:mealybug-png	BUG	SameBoy reproduces the captured value; we do not
mealybug-tearoom-tests/ppu/m3_scy_change.gb [Cgb]	mealybug	mealybug/ppu	Cgb	493px-diff	reference-png	FAIL	hw-photo:mealybug-png	EXCEED	hardware-captured want that SameBoy also misses
mooneye-test-suite/madness/mgb_oam_dma_halt_sprites.gb [Mgb]	mooneye2022	mooneye2022/madness	Mgb	11523px-diff	reference-png	unknown	hw-mooneye	BUG	hardware-captured want; SameBoy verdict unmeasured
same-suite/apu/channel_1/channel_1_freq_change_timing-cgb0BC.gb [Cgb]	same-suite	same-suite/apu	Cgb	B=42,C=42,D=42,E=42,H=42,L=42	fib:03/05/08/0D/15/22	unknown	upstream:same-suite	CONFLICT	upstream-documented revision/unit-specific behavior
same-suite/apu/channel_4/channel_4_align.gb [Cgb]	same-suite	same-suite/apu	Cgb	B=42,C=42,D=42,E=42,H=42,L=42	fib:03/05/08/0D/15/22	unknown	upstream:same-suite	CONFLICT	upstream-documented revision/unit-specific behavior
same-suite/apu/channel_4/channel_4_freq_change.gb [Cgb]	same-suite	same-suite/apu	Cgb	B=42,C=42,D=42,E=42,H=42,L=42	fib:03/05/08/0D/15/22	unknown	upstream:same-suite	CONFLICT	upstream-documented revision/unit-specific behavior
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing-C.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=04,C=93,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing-C.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=04,C=93,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing_variant_nops.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=0A,C=45,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing_variant_nops.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=0A,C=45,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing_variant_nops.gb [Dmg]	wilbertpol	wilbertpol/acceptance	Dmg	B=0A,C=45,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing_variant_nops.gb [Mgb]	wilbertpol	wilbertpol/acceptance	Mgb	B=0A,C=45,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing_variant_nops.gb [Sgb]	wilbertpol	wilbertpol/acceptance	Sgb	B=0A,C=45,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/hblank_ly_scx_timing_variant_nops.gb [Sgb2]	wilbertpol	wilbertpol/acceptance	Sgb2	B=0A,C=45,D=42,E=08,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx1_nops.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx1_nops.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx1_nops.gb [Dmg]	wilbertpol	wilbertpol/acceptance	Dmg	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx1_nops.gb [Mgb]	wilbertpol	wilbertpol/acceptance	Mgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx1_nops.gb [Sgb]	wilbertpol	wilbertpol/acceptance	Sgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx1_nops.gb [Sgb2]	wilbertpol	wilbertpol/acceptance	Sgb2	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx2_nops.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx2_nops.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx2_nops.gb [Dmg]	wilbertpol	wilbertpol/acceptance	Dmg	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx2_nops.gb [Mgb]	wilbertpol	wilbertpol/acceptance	Mgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx2_nops.gb [Sgb]	wilbertpol	wilbertpol/acceptance	Sgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx2_nops.gb [Sgb2]	wilbertpol	wilbertpol/acceptance	Sgb2	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx3_nops.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx3_nops.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx3_nops.gb [Dmg]	wilbertpol	wilbertpol/acceptance	Dmg	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx3_nops.gb [Mgb]	wilbertpol	wilbertpol/acceptance	Mgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx3_nops.gb [Sgb]	wilbertpol	wilbertpol/acceptance	Sgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx3_nops.gb [Sgb2]	wilbertpol	wilbertpol/acceptance	Sgb2	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx4_nops.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx4_nops.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx4_nops.gb [Dmg]	wilbertpol	wilbertpol/acceptance	Dmg	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx4_nops.gb [Mgb]	wilbertpol	wilbertpol/acceptance	Mgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx4_nops.gb [Sgb]	wilbertpol	wilbertpol/acceptance	Sgb	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/intr_2_mode0_timing_sprites_scx4_nops.gb [Sgb2]	wilbertpol	wilbertpol/acceptance	Sgb2	B=10,C=BA,D=42,E=F0,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/ly_lyc_0-C.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=48,C=BE,D=01,E=FF,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/ly_lyc_0-C.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=48,C=BE,D=01,E=FF,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/ly_new_frame-C.gb [Agb]	wilbertpol	wilbertpol/acceptance	Agb	B=48,C=BE,D=01,E=FF,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/acceptance/gpu/ly_new_frame-C.gb [Cgb]	wilbertpol	wilbertpol/acceptance	Cgb	B=48,C=BE,D=01,E=FF,H=FF,L=40	fib:03/05/08/0D/15/22	unknown	weak:wilbertpol-2016	JUNK	weak provenance, SameBoy unmeasured — NOT exemptible yet
mooneye-test-suite-wilbertpol/madness/mgb_oam_dma_halt_sprites.gb [Mgb]	wilbertpol	wilbertpol/madness	Mgb	18px-diff	reference-png	unknown	defect:build-sensitive	JUNK	defective asset (build-sensitive)
